baseline 'main' (ad7fcc1affd0746a, 391 forecast dates from 1994-03-01) against this run (7239dd930035d4f8, 391 from 1994-03-01)
110 IDENTICAL  0 NUMERICAL  277 MOVED  0 REMOVED  0 ADDED
a difference is NUMERICAL up to 1e-09 in absolute value and MOVED above it; every categorical difference is MOVED
1 of the MOVED are categorical -- a verdict, a failing gate or the run's identity -- and are listed first

categorical fields that moved -- read these first:
band   section  row  field               baseline          this run          difference
-----  -------  ---  ------------------  ----------------  ----------------  ----------
MOVED  run           configuration_hash  ad7fcc1affd0746a  7239dd930035d4f8

numeric fields, largest difference first:
band   section     row                                                               field                        baseline         this run          difference
-----  ----------  ----------------------------------------------------------------  ---------------------------  ---------------  ----------------  ----------
MOVED  indicators  industrial_production_growth_above_two_percent_at_horizon @ 12    brier_skill_score            -0.1457464089    -0.1769066656     -3.116e-02
MOVED  indicators  consumer_price_inflation_above_three_percent_at_horizon @ 120     expected_calibration_error   0.3012010871     0.2701870245      -3.101e-02
MOVED  indicators  unemployment_rate_above_seven_percent_within_horizon @ 60         resolution                   0.07956512103    0.1105502903      +3.099e-02
MOVED  indicators  industrial_production_growth_above_two_percent_at_horizon @ 60    brier_skill_score            -0.03179250041   -0.0009420467854  +3.085e-02
MOVED  indicators  federal_funds_rate_above_four_percent_at_horizon @ 60             brier_score                  0.2647102757     0.2952585608      +3.055e-02
MOVED  indicators  federal_funds_rate_below_one_percent_within_horizon @ 60          reliability                  0.1804026883     0.1499100823      -3.049e-02
MOVED  indicators  consumer_price_inflation_above_three_percent_at_horizon @ 60      logarithmic_loss             0.6833197765     0.7137593198      +3.044e-02
MOVED  indicators  economy_in_recession_within_horizon @ 120                         brier_score                  0.1214770125     0.09248647943     -2.899e-02
MOVED  indicators  economy_in_recession_within_horizon @ 120                         reliability                  0.09866769153    0.06990839636     -2.876e-02
MOVED  indicators  economy_in_recession_within_horizon @ 60                          logarithmic_loss             0.9869956128     0.9586737341      -2.832e-02
MOVED  indicators  treasury_yield_curve_inverted_within_horizon @ 60                 expected_calibration_error   0.3949716995     0.3669584924      -2.801e-02
MOVED  indicators  industrial_production_growth_above_two_percent_at_horizon @ 120   logarithmic_loss             0.7919094122     0.764393412       -2.752e-02
MOVED  indicators  federal_funds_rate_above_four_percent_at_horizon @ 120            brier_score                  0.3274256402     0.3537605714      +2.633e-02
MOVED  indicators  unemployment_rate_above_seven_percent_within_horizon @ 120        expected_calibration_error   0.1751063247     0.1489928527      -2.611e-02
MOVED  indicators  consumer_price_inflation_above_five_percent_within_horizon @ 120  brier_score                  0.3169689134     0.2921357448      -2.483e-02
MOVED  indicators  unemployment_rate_above_seven_percent_within_horizon @ 120        area_under_the_curve         0.359562272      0.3348966476      -2.467e-02
MOVED  indicators  unemployment_rate_above_seven_percent_within_horizon @ 12         expected_calibration_error   0.1198740626     0.0955899216      -2.428e-02
MOVED  indicators  unemployment_rate_above_five_percent_at_horizon @ 120             brier_score                  0.327666097      0.3034703785      -2.420e-02
MOVED  indicators  consumer_price_inflation_above_five_percent_within_horizon @ 60   reliability                  0.1147628031     0.1377726013      +2.301e-02
MOVED  indicators  consumer_price_inflation_above_five_percent_within_horizon @ 12   logarithmic_loss             0.3362305701     0.3583373777      +2.211e-02
MOVED  indicators  unemployment_rate_above_five_percent_at_horizon @ 60              resolution                   0.02176107866    0.0001839384539   -2.158e-02
MOVED  indicators  unemployment_rate_above_seven_percent_within_horizon @ 120        logarithmic_loss             0.6049763632     0.626175644       +2.120e-02
MOVED  indicators  federal_funds_rate_below_one_percent_within_horizon @ 120         brier_skill_score            0.6535714237     0.6747463242      +2.117e-02
MOVED  indicators  industrial_production_growth_above_two_percent_at_horizon @ 60    logarithmic_loss             0.7765774387     0.7554728308      -2.110e-02
MOVED  indicators  consumer_price_inflation_above_three_percent_at_horizon @ 120     resolution                   0.05345892624    0.03327429776     -2.018e-02
MOVED  indicators  unemployment_rate_above_five_percent_at_horizon @ 60              expected_calibration_error   0.2531590086     0.2332775549      -1.988e-02
MOVED  indicators  industrial_production_growth_above_two_percent_at_horizon @ 120   reliability                  0.05761656651    0.03781247902     -1.980e-02
MOVED  indicators  economy_in_recession_at_horizon_date @ 120                        logarithmic_loss             0.310028032      0.290910144       -1.912e-02
MOVED  indicators  consumer_price_inflation_above_five_percent_within_horizon @ 120  resolution                   0.08266068688    0.1016129452      +1.895e-02
MOVED  indicators  unemployment_rate_above_five_percent_at_horizon @ 120             expected_calibration_error   0.248691331      0.2297942648      -1.890e-02
MOVED  indicators  federal_funds_rate_above_four_percent_at_horizon @ 60             resolution                   0.02708578005    0.008221502886    -1.886e-02
MOVED  indicators  consumer_price_inflation_above_five_percent_within_horizon @ 60   brier_score                  0.30415118       0.3228509679      +1.870e-02
MOVED  indicators  industrial_production_growth_above_two_percent_at_horizon @ 12    reliability                  0.06721756896    0.08546554161     +1.825e-02
MOVED  indicators  consumer_price_inflation_above_three_percent_at_horizon @ 60      reliability                  0.0419567085     0.06001014697     +1.805e-02
MOVED  indicators  federal_funds_rate_above_four_percent_at_horizon @ 60             area_under_the_curve         0.6035665295     0.6213045741      +1.774e-02
MOVED  indicators  consumer_price_inflation_above_five_percent_within_horizon @ 120  expected_calibration_error   0.3396501276     0.3570846547      +1.743e-02
MOVED  indicators  industrial_production_growth_above_two_percent_at_horizon @ 12    expected_calibration_error   0.1944730818     0.2106598657      +1.619e-02
MOVED  indicators  industrial_production_growth_above_two_percent_at_horizon @ 12    logarithmic_loss             0.8191620803     0.8352423216      +1.608e-02
MOVED  indicators  unemployment_rate_above_five_percent_at_horizon @ 12              logarithmic_loss             0.9213679845     0.9053182246      -1.605e-02
