baseline 'main' (ad7fcc1affd0746a, 391 forecast dates from 1994-03-01) against this run (43ab429af4c39560, 391 from 1994-03-01)
168 IDENTICAL  0 NUMERICAL  219 MOVED  0 REMOVED  0 ADDED
a difference is NUMERICAL up to 1e-09 in absolute value and MOVED above it; every categorical difference is MOVED
2 of the MOVED are categorical -- a verdict, a failing gate or the run's identity -- and are listed first

categorical fields that moved -- read these first:
band   section   row  field               baseline                                 this run                     difference
-----  --------  ---  ------------------  ---------------------------------------  ---------------------------  ----------
MOVED  horizons  120  failing_gates       skill, calibration, robustness, honesty  skill, calibration, honesty
MOVED  run            configuration_hash  ad7fcc1affd0746a                         43ab429af4c39560

numeric fields, largest difference first:
band   section     row                                                               field                       baseline         this run          difference
-----  ----------  ----------------------------------------------------------------  --------------------------  ---------------  ----------------  ----------
MOVED  indicators  consumer_price_inflation_above_five_percent_within_horizon @ 12   reliability                 0.0225136494     0.03108497575     +8.571e-03
MOVED  indicators  federal_funds_rate_above_four_percent_at_horizon @ 12             expected_calibration_error  0.1989580283     0.2073703955      +8.412e-03
MOVED  indicators  treasury_yield_curve_inverted_within_horizon @ 12                 resolution                  0.04532808371    0.03692215032     -8.406e-03
MOVED  indicators  unemployment_rate_above_five_percent_at_horizon @ 60              brier_score                 0.3156137146     0.3073324451      -8.281e-03
MOVED  indicators  unemployment_rate_above_seven_percent_within_horizon @ 120        logarithmic_loss            0.6049763632     0.6130347249      +8.058e-03
MOVED  indicators  unemployment_rate_above_five_percent_at_horizon @ 12              resolution                  0.0107478107     0.002705504159    -8.042e-03
MOVED  indicators  unemployment_rate_above_five_percent_at_horizon @ 120             reliability                 0.09187019288    0.0841520886      -7.718e-03
MOVED  indicators  unemployment_rate_above_five_percent_at_horizon @ 120             resolution                  0.01237640059    0.00469649958     -7.680e-03
MOVED  indicators  federal_funds_rate_below_one_percent_within_horizon @ 12          resolution                  0.1463220835     0.1386510406      -7.671e-03
MOVED  indicators  industrial_production_growth_above_two_percent_at_horizon @ 120   reliability                 0.05761656651    0.05007534452     -7.541e-03
MOVED  indicators  economy_in_recession_within_horizon @ 120                         resolution                  0.01042735043    0.003055555556    -7.372e-03
MOVED  indicators  treasury_yield_curve_inverted_within_horizon @ 12                 brier_score                 0.1656357232     0.1585103552      -7.125e-03
MOVED  indicators  economy_in_recession_at_horizon_date @ 12                         area_under_the_curve        0.1751020408     0.1821428571      +7.041e-03
